transaction_id,origin_id,target_id,amount,transaction_count,kind,case_id,case_name,case_source
mt416,c1a122,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt418,c1a109,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt420,c1a110,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt421,c1a165,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt422,c1a29,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt423,c1a58,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt424,c1a166,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt425,c1a186,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt426,c1a167,c1a1,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt427,c1a188,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt428,c1a98,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt429,c1a3,c1a0,27100.0,4,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt430,c1a99,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt431,c1a40,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt432,c1a104,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt433,c1a73,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt434,c1a64,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt435,c1a65,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt436,c1a101,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt437,c1a66,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt438,c1a129,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt439,c1a25,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt440,c1a67,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt441,c1a169,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt442,c1a184,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt443,c1a156,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt444,c1a52,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt445,c1a32,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt446,c1a93,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt447,c1a158,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt448,c1a138,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt449,c1a194,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt450,c1a139,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt451,c1a132,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt452,c1a8,c1a0,12195.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt453,c1a172,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt454,c1a2,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt455,c1a133,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt456,c1a134,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt457,c1a128,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt458,c1a141,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt459,c1a142,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt460,c1a31,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt461,c1a7,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt462,c1a136,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt463,c1a103,c1a0,20325.0,3,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt464,c1a173,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt465,c1a137,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt466,c1a105,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt467,c1a106,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt468,c1a170,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt469,c1a71,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt470,c1a107,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt471,c1a171,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt472,c1a37,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt473,c1a109,c1a1,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt474,c1a38,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt475,c1a110,c1a0,13550.0,2,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt476,c1a102,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt477,c1a5,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt478,c1a39,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt479,c1a74,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt480,c1a75,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt481,c1a77,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt482,c1a70,c1a0,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt483,c1a168,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt484,c1a33,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt485,c1a36,c1a1,6775.0,1,bank_transfer,c1,smurf_page245_original,guide_to_criminal_investigations
mt0,c2a1,c2a5,324613.28500000003,515,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt1,c2a2,c2a5,298327.64000000025,489,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt2,c2a3,c2a5,332571.2,551,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt3,c2a4,c2a5,286188.195,474,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt4,c2a0,c2a5,276933.54500000004,471,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt5,c2a5,c2a6,1518633.864999995,2509,bank_transfer,c2,bell_page168_original,guide_to_criminal_investigations
mt1,c3a0,c3a1,136177.5,14,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt2,c3a0,c3a2,135574.52500000002,15,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt3,c3a0,c3a3,101760.5,1,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt4,c3a1,c3a4,136177.5,14,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt5,c3a2,c3a4,135574.525,15,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt6,c3a3,c3a4,101760.5,12,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt7,c3a4,c3a5,373512.525,1,bank_transfer,c3,doe_page7_variation1,guide_to_criminal_investigations
mt0,c4a0,c4a1,2514703.85,1,bank_transfer,c4,shell_example_page246_original,guide_to_criminal_investigations
mt1,c4a1,c4a2,2514703.85,1,bank_transfer,c4,shell_example_page246_original,guide_to_criminal_investigations
mt2,c4a2,c4a3,2514703.85,1,bank_transfer,c4,shell_example_page246_original,guide_to_criminal_investigations
mt3,c4a3,c4a4,2514703.85,1,bank_transfer,c4,shell_example_page246_original,guide_to_criminal_investigations
mt4,c4a4,c4a5,2514703.85,1,bank_transfer,c4,shell_example_page246_original,guide_to_criminal_investigations
mt12,c5a5,c5a3,3237.095,1,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt13,c5a4,c5a1,8884.735,2,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt14,c5a4,c5a2,8331.895,2,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt15,c5a6,c5a0,10619.134999999998,2,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt16,c5a5,c5a1,22190.835,4,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt17,c5a6,c5a3,8539.210000000001,2,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt18,c5a6,c5a1,6383.405,1,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt19,c5a4,c5a0,5734.36,1,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt20,c5a5,c5a2,3073.14,1,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt21,c5a5,c5a0,11667.905,2,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt22,c5a2,c5a12,135703.25,15,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt23,c5a2,c5a11,81225.47499999999,9,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt24,c5a2,c5a15,139178.82499999998,14,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt25,c5a2,c5a17,110008.385,11,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt26,c5a2,c5a10,101288.96,11,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt27,c5a2,c5a16,113464.99,13,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt28,c5a3,c5a16,154167.83500000002,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt29,c5a3,c5a17,144027.015,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt30,c5a3,c5a10,104211.695,11,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt31,c5a3,c5a11,81329.81000000001,9,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt32,c5a3,c5a15,167002.39500000002,17,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt33,c5a3,c5a12,115038.145,13,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt34,c5a0,c5a15,139814.32,15,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt35,c5a0,c5a17,114973.105,12,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt36,c5a0,c5a13,117431.075,13,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt37,c5a0,c5a12,113544.935,12,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt38,c5a0,c5a11,115193.97,13,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt39,c5a0,c5a10,171379.04499999998,18,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt40,c5a1,c5a12,119272.52000000002,13,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt41,c5a1,c5a16,135092.145,15,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt42,c5a1,c5a17,149514.76499999998,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt43,c5a1,c5a13,105049.085,11,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt44,c5a1,c5a15,149839.96499999997,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt45,c5a1,c5a10,109230.615,11,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt46,c5a12,c5a7,129559.68,15,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt47,c5a12,c5a8,174827.52,19,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt48,c5a12,c5a9,179171.65000000002,19,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt49,c5a11,c5a7,157342.6,18,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt50,c5a11,c5a8,77159.12,9,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt51,c5a11,c5a9,43247.535,5,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt52,c5a15,c5a9,240452.88,27,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt53,c5a15,c5a8,134986.455,15,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt54,c5a15,c5a7,220396.17,24,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt55,c5a17,c5a9,159461.82,17,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt56,c5a17,c5a7,126876.77999999998,14,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt57,c5a17,c5a8,232184.66999999995,25,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt58,c5a10,c5a7,154487.61500000002,18,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt59,c5a10,c5a9,180481.93500000003,21,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt60,c5a10,c5a8,151140.76499999998,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt61,c5a16,c5a9,147505.3,16,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt62,c5a16,c5a7,131067.795,14,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt63,c5a16,c5a8,124151.875,14,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt64,c5a13,c5a9,73936.93000000001,8,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt65,c5a13,c5a7,81537.125,9,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt66,c5a13,c5a8,67006.105,7,bank_transfer,c5,holy_page292_original,guide_to_criminal_investigations
mt10,c6a1,c6a4,81573.70999999999,21,bank_transfer,c6,lee_page240_original,guide_to_criminal_investigations
mt11,c6a0,c6a4,325170.18999999994,110,bank_transfer,c6,lee_page240_original,guide_to_criminal_investigations
mt12,c6a2,c6a3,4065000.0,1325,bank_transfer,c6,lee_page240_original,guide_to_criminal_investigations
mt13,c6a1,c6a2,1354999.9999999984,321,bank_transfer,c6,lee_page240_original,guide_to_criminal_investigations
mt14,c6a2,c6a1,27100.0,4,bank_transfer,c6,lee_page240_original,guide_to_criminal_investigations
mt3,c7a0,c7a3,574038.423,82,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt4,c7a0,c7a4,553614.021,75,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt5,c7a1,c7a6,418332.087,59,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt6,c7a1,c7a7,450666.108,60,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt7,c7a1,c7a5,547940.214,78,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt8,c7a2,c7a8,452769.147,60,bank_transfer,c7,wallace_page311_original,guide_to_criminal_investigations
mt0,c8a9,c8a0,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt1,c8a9,c8a1,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt2,c8a9,c8a2,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt3,c8a9,c8a3,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt4,c8a9,c8a4,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt5,c8a9,c8a5,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt6,c8a9,c8a6,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt7,c8a9,c8a7,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt8,c8a9,c8a8,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt9,c8a0,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt10,c8a1,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt11,c8a2,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt12,c8a3,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt13,c8a4,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt14,c8a5,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt15,c8a6,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt16,c8a7,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt17,c8a8,c8a10,40725.0,1,bank_transfer,c8,watergate_shipbuilding_page22_original,guide_to_criminal_investigations
mt0,c9a0,c9a1,238009.70325,1,bank_transfer,c9,best_egmont_group_page45_1,other
mt1,c9a1,c9a2,47939.82204,1,bank_transfer,c9,best_egmont_group_page45_1,other
mt2,c9a2,c9a3,26059.88638,2,bank_transfer,c9,best_egmont_group_page45_1,other
mt3,c9a2,c9a4,4785.3289,1,bank_transfer,c9,best_egmont_group_page45_1,other
mt4,c9a2,c9a5,2306.1902600000003,1,bank_transfer,c9,best_egmont_group_page45_1,other
mt5,c9a2,c9a6,14413.6597,1,bank_transfer,c9,best_egmont_group_page45_1,other
mt0,c10a0,c10a39,6761.865000000001,1,bank_transfer,c10,best_egmont_group_page90,other
mt1,c10a1,c10a39,9892.685,1,bank_transfer,c10,best_egmont_group_page90,other
mt2,c10a2,c10a39,11921.833,1,bank_transfer,c10,best_egmont_group_page90,other
mt3,c10a3,c10a39,176.55,1,bank_transfer,c10,best_egmont_group_page90,other
mt4,c10a4,c10a39,15718.835,1,bank_transfer,c10,best_egmont_group_page90,other
mt5,c10a5,c10a39,7277.391,1,bank_transfer,c10,best_egmont_group_page90,other
mt6,c10a6,c10a39,8787.482,1,bank_transfer,c10,best_egmont_group_page90,other
mt7,c10a7,c10a39,3416.831,1,bank_transfer,c10,best_egmont_group_page90,other
mt8,c10a8,c10a39,7083.186000000001,1,bank_transfer,c10,best_egmont_group_page90,other
mt9,c10a9,c10a39,2137.432,1,bank_transfer,c10,best_egmont_group_page90,other
mt10,c10a10,c10a39,441.375,1,bank_transfer,c10,best_egmont_group_page90,other
mt11,c10a11,c10a39,6440.544,1,bank_transfer,c10,best_egmont_group_page90,other
mt12,c10a12,c10a39,2485.824,1,bank_transfer,c10,best_egmont_group_page90,other
mt13,c10a13,c10a39,9656.108,1,bank_transfer,c10,best_egmont_group_page90,other
mt14,c10a14,c10a39,13422.508,1,bank_transfer,c10,best_egmont_group_page90,other
mt15,c10a15,c10a39,4539.689,1,bank_transfer,c10,best_egmont_group_page90,other
mt16,c10a16,c10a40,12204.313,1,bank_transfer,c10,best_egmont_group_page90,other
mt17,c10a17,c10a40,6285.18,1,bank_transfer,c10,best_egmont_group_page90,other
mt18,c10a18,c10a40,10775.435,1,bank_transfer,c10,best_egmont_group_page90,other
mt19,c10a19,c10a40,763.873,1,bank_transfer,c10,best_egmont_group_page90,other
mt20,c10a20,c10a40,9886.8,1,bank_transfer,c10,best_egmont_group_page90,other
mt21,c10a21,c10a40,12733.963,1,bank_transfer,c10,best_egmont_group_page90,other
mt22,c10a22,c10a40,4476.131,1,bank_transfer,c10,best_egmont_group_page90,other
mt23,c10a23,c10a40,9822.065,1,bank_transfer,c10,best_egmont_group_page90,other
mt24,c10a24,c10a40,1510.091,1,bank_transfer,c10,best_egmont_group_page90,other
mt25,c10a25,c10a40,8262.54,1,bank_transfer,c10,best_egmont_group_page90,other
mt26,c10a26,c10a40,3352.096,1,bank_transfer,c10,best_egmont_group_page90,other
mt27,c10a27,c10a41,12987.018,1,bank_transfer,c10,best_egmont_group_page90,other
mt28,c10a28,c10a41,6254.578,1,bank_transfer,c10,best_egmont_group_page90,other
mt29,c10a29,c10a41,7307.993,1,bank_transfer,c10,best_egmont_group_page90,other
mt30,c10a30,c10a41,1597.189,1,bank_transfer,c10,best_egmont_group_page90,other
mt31,c10a31,c10a41,5522.484,1,bank_transfer,c10,best_egmont_group_page90,other
mt32,c10a32,c10a41,11999.515,1,bank_transfer,c10,best_egmont_group_page90,other
mt33,c10a33,c10a41,12241.977,1,bank_transfer,c10,best_egmont_group_page90,other
mt34,c10a34,c10a41,127.116,1,bank_transfer,c10,best_egmont_group_page90,other
mt35,c10a35,c10a41,7763.492,1,bank_transfer,c10,best_egmont_group_page90,other
mt36,c10a36,c10a41,12560.944,1,bank_transfer,c10,best_egmont_group_page90,other
mt37,c10a37,c10a41,3313.255,1,bank_transfer,c10,best_egmont_group_page90,other
mt38,c10a41,c10a42,82952.606,15,bank_transfer,c10,best_egmont_group_page90,other
mt39,c10a40,c10a43,80072.487,15,bank_transfer,c10,best_egmont_group_page90,other
mt40,c10a39,c10a43,110158.96100000002,20,bank_transfer,c10,best_egmont_group_page90,other
mt0,c11a0,c11a8,65016.303,48,bank_transfer,c11,best_egmont_group_page89,other
mt1,c11a1,c11a8,40439.366,18,bank_transfer,c11,best_egmont_group_page89,other
mt2,c11a2,c11a8,39827.326,18,bank_transfer,c11,best_egmont_group_page89,other
mt3,c11a3,c11a8,5043.445,2,bank_transfer,c11,best_egmont_group_page89,other
mt4,c11a4,c11a8,4878.665000000001,3,bank_transfer,c11,best_egmont_group_page89,other
mt5,c11a5,c11a8,113215.63000000002,77,bank_transfer,c11,best_egmont_group_page89,other
mt6,c11a6,c11a8,40215.736,14,bank_transfer,c11,best_egmont_group_page89,other
mt7,c11a7,c11a8,31042.198000000004,12,bank_transfer,c11,best_egmont_group_page89,other
mt0,c12a0,c12a1,238009.70325,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt1,c12a1,c12a2,141240.0,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt2,c12a2,c12a3,46123.699270000005,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt3,c12a2,c12a4,5765.463879999999,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt4,c12a2,c12a5,5765.463879999999,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt5,c12a5,c12a2,28827.30763,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt6,c12a2,c12a6,28827.3194,2,bank_transfer,c12,best_egmont_group_page45_2,other
mt7,c12a2,c12a7,11530.92776,1,bank_transfer,c12,best_egmont_group_page45_2,other
mt0,c13a1,c13a9,823616.3430000002,78,bank_transfer,c13,best_egmont_group_page17,other
mt1,c13a4,c13a9,562548.327,53,bank_transfer,c13,best_egmont_group_page17,other
mt2,c13a3,c13a9,628902.8790000002,60,bank_transfer,c13,best_egmont_group_page17,other
mt3,c13a2,c13a9,645390.2950000003,61,bank_transfer,c13,best_egmont_group_page17,other
mt4,c13a0,c13a9,635142.1560000002,60,bank_transfer,c13,best_egmont_group_page17,other
mt5,c13a5,c13a9,1388859.9999999993,131,bank_transfer,c13,best_egmont_group_page17,other
mt6,c13a9,c13a7,1329143.7279999992,126,bank_transfer,c13,best_egmont_group_page17,other
mt7,c13a9,c13a8,1024856.2720000002,96,bank_transfer,c13,best_egmont_group_page17,other
mt8,c13a9,c13a6,765049.9999999998,73,bank_transfer,c13,best_egmont_group_page17,other
mt0,c14a2,c14a5,78769789.0,10488,bank_transfer,c14,malawi_report_page18,other
mt1,c14a0,c14a5,80429679.0,10741,bank_transfer,c14,malawi_report_page18,other
mt2,c14a4,c14a5,79786354.0,10595,bank_transfer,c14,malawi_report_page18,other
mt3,c14a1,c14a5,80531473.0,10713,bank_transfer,c14,malawi_report_page18,other
mt4,c14a3,c14a5,80482705.0,10713,bank_transfer,c14,malawi_report_page18,other
